licenses,parsed_address,similarity score,permit,apn,many_to_many
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-03971l,4230210831,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-00799l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03233l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-00421l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03311l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-00385l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-02576l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03089l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-02687l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03156l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-00263l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01652l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03553l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03926l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-02952l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-03517l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-06497l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01108l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-06626l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01525l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01391l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-04280l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-04213l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01165l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-04919l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01728l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-07336l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-01588l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-05674l,4155811337,both
4667 ocean blvd #310 92109,4667 ocean blvd #310 92109,100,str-04086l,4155811337,both
842 portsmouth court 92109,842 portsmouth court 92109,100,str-00491l,4235922700,both
825 seagirt court 92109,825 seagirt court 92109,100,str-01439l,4235760600,both
5540 waverly av 92037,5540 waverly ave 92037,98,str-05689l,3575411600,both
5540 waverly av 92037,5540 waverly ave 92037,98,str-05670l,3575411600,both
4780 bayard st 92109,4824 bayard st 92109,90,str-02359l,4154621100,both
5034 auburn dr 92105,5034 auburn dr 92105,100,str-06129l,4760820400,both
4844 felton st 92116,4844 felton st 92116,100,str-06137l,4392612300,both
5262 reynolds st 92114,5262 reynolds st 92114,100,str-06145l,5521802200,both
721 toulon court 92109,721 toulon court 92109,100,str-06184l,4235710400,both
955 w hawthorn st #16 92101,955 w hawthorn st #16 92101,100,str-06208l,5332110722,both
955 w hawthorn st #16 92101,955 w hawthorn st #16 92101,100,str-06119l,5332110722,both
955 w hawthorn st #16 92101,955 w hawthorn st #16 92101,100,str-05645l,5332110722,both
955 w hawthorn st #16 92101,955 w hawthorn st #16 92101,100,str-07124l,5332110722,both
4048 sioux av 92117,4048 sioux ave 92117,97,str-06382l,4256102800,both
3424 alabama st 92104,3424 alabama st 92104,100,str-06404l,4533501400,both
4567 massachusetts st 92116,4561 massachusetts st 92116,96,str-05640l,4441730500,both
4567 massachusetts st 92116,4561 massachusetts st 92116,96,str-03076l,4441730500,both
4567 massachusetts st 92116,4561 massachusetts st 92116,96,str-05889l,4441730500,both
290 playa del sur 92037,290 playa del sur 92037,100,str-03137l,3513820301,both
290 playa del sur 92037,290 playa del sur 92037,100,str-01373l,3513820301,both
2075 torrey pines rd 92037,2075 torrey pines rd 92037,100,str-00720l,3465210300,both
249 playa del norte 92037,324 playa del norte 92037,96,str-01837l,3513812500,both
721 portsmouth court 92109,721 portsmouth court 92109,100,str-06182l,4235940500,both
3440 lebon dr #4113 92122,3440 lebon dr #4113 92122,100,str-06380l,3451902913,both
3205 hawk st 92103,3205 hawk st 92103,100,str-06521l,4515610600,both
5037 pacifica dr 92109,5037 pacifica dr 92109,100,str-05874l,4173920200,both
1864 thomas av 92109,1862 thomas ave 92109,93,str-01151l,4241711300,both
6151 la pintura dr 92037,6151 la pintura dr 92037,100,str-01942l,3580901700,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05603l,5350921200,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05604l,5350921200,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05606l,5350921200,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05602l,5350921200,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05607l,5350921200,both
760 ne 05 av #e 92101,756 5th ave 92101,76,str-05608l,5350921200,both
2625 bayside ln 92109,2625 bayside ln 92109,100,str-04273l,4237640900,both
2625 bayside ln 92109,2625 bayside ln 92109,100,str-04270l,4237640900,both
6143 lakewood st 92122,6143 lakewood st 92122,100,str-05618l,3487212300,both
5024 windsor dr 92109,5024 windsor dr 92109,100,str-01458l,4161522500,both
1241 silverado st 92037,1241 silverado st 92037,100,str-04809l,3501920500,both
1241 silverado st 92037,1241 silverado st 92037,100,str-04001l,3501920500,both
5156 benton pl 92116,5156 benton pl 92116,100,str-05659l,4401201100,both
4553 muir av 92107,4553 muir ave 92107,97,str-00544l,4486842400,both
2817 ocean front walk 92109,2817 ocean front walk 92109,100,str-00576l,4237210100,both
3920 riviera dr #e 92109,3920 riviera dr #e 92109,100,str-00627l,4234100105,both
4647 adair st 92107,4647 adair st 92107,100,str-02673l,4484520700,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-00799l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03233l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-00421l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03311l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-00385l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-02576l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03089l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-02687l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03156l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-00263l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01652l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03553l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03926l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-02952l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-03517l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-06497l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01108l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-06626l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01525l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01391l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-04280l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-04213l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01165l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-04919l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01728l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-07336l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-01588l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-05674l,4155811331,both
4767 ocean blvd #304 92109,4667 ocean blvd #304 92109,96,str-04086l,4155811331,both
730 rockaway court 92109,730 rockaway court 92109,100,str-04236l,4235782500,both
730 rockaway court 92109,730 rockaway court 92109,100,str-04242l,4235782500,both
2763 ocean front walk 92109,2763 ocean front walk 92109,100,str-01389l,4237240503,both
2763 ocean front walk 92109,2763 ocean front walk 92109,100,str-02221l,4237240503,both
2763 ocean front walk 92109,2763 ocean front walk 92109,100,str-01517l,4237240503,both
3252 strandway 92109,3252 strandway 92109,100,str-02703l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00848l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00038l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00247l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00379l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00188l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-00604l,4236610304,both
3252 strandway 92109,3252 strandway 92109,100,str-07199l,4236610304,both
3751 ocean front walk #1 92109,3751 ocean front walk 92109,100,str-01730l,4235831700,both
3751 ocean front walk #1 92109,3751 ocean front walk 92109,100,str-02217l,4235831700,both
3751 ocean front walk #1 92109,3751 ocean front walk 92109,100,str-01729l,4235831700,both
3751 ocean front walk #1 92109,3751 ocean front walk 92109,100,str-01727l,4235831700,both
3385 ocean front walk 92109,3385 ocean front walk 92109,100,str-04923l,4236281202,both
814 kingston court 92109,812 kingston court 92109,96,str-01941l,4236271600,both
563 fern glen 92037,561 fern gln 92037,92,str-01513l,3512420800,both
2330 albatross st #a 92101,2330 albatross st 92101,100,str-00789l,5331520800,both
2330 albatross st #a 92101,2330 albatross st 92101,100,str-00281l,5331520800,both
2330 albatross st #a 92101,2330 albatross st 92101,100,str-01383l,5331520800,both
5650 gaines st 92110,5650 gaines st 92110,100,str-04841l,4365711100,both
4401 college ave 92115,4401 college ave 92115,100,str-05010l,4730410400,both
4917 pacifica dr 92109,4917 pacifica dr 92109,100,str-04020l,4173530300,both
4183 beta st 92113,4183 beta st 92113,100,str-04041l,5513302900,both
4183 beta st 92113,4183 beta st 92113,100,str-04022l,5513302900,both
3216 bayside walk 92109,bayside walk 92109,100,str-03160l,4235580200,both
812 san luis obispo pl #a 92109,812 san luis obispo pl 92109,100,str-00811l,4236260904,both
812 san luis obispo pl #a 92109,812 san luis obispo pl 92109,100,str-00780l,4236260904,both
725 yarmouth court 92109,725 yarmouth court 92109,100,str-00093l,4233160700,both
4925 milton st 92110,4925 milton st 92110,100,str-04711l,4304220400,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03884l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03849l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03889l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03853l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03428l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-03859l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-05531l,4245512200,both
3771 ingraham #405 92109,3771 ingraham st 92109,93,str-05565l,4245512200,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03897l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03456l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03461l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-05643l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-05561l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03453l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03444l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03467l,4245512300,both
3763 ingraham #307 92109,3763 ingraham st 92109,93,str-03449l,4245512300,both
2250 india st #303 92101,1435 india st #303 92101,88,str-04824l,5333341230,both
2250 india st #303 92101,1435 india st #303 92101,88,str-07232l,5333341230,both
4721 lithrop pl 92117,4721 lithrop pl 92117,100,str-05610l,3617702700,both
2627 bayside ln 92109,2967 bayside ln 92109,95,str-01054l,4237030801,both
2627 bayside ln 92109,2967 bayside ln 92109,95,str-04582l,4237030801,both
2627 bayside ln 92109,2967 bayside ln 92109,95,str-02481l,4237030801,both
4221 cessna st 92117,4221 cessna st 92117,100,str-00895l,4254330100,both
4221 cessna st 92117,4221 cessna st 92117,100,str-00896l,4254330100,both
3727 ticonderoga st 92117,3727 ticonderoga st 92117,100,str-00264l,4251810500,both
2673 ocean front walk #a 92109,2673 ocean front walk 92109,100,str-02295l,4237420500,both
2673 ocean front walk #a 92109,2673 ocean front walk 92109,100,str-02750l,4237420500,both
2959 ocean front walk 92109,2959 ocean front walk 92109,100,str-01043l,4236910701,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-00662l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-02500l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-01392l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-01597l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-07300l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-02381l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-02339l,4481510306,both
4909 orchard av #205 92107,4909 orchard ave #205 92107,98,str-03910l,4481510306,both
3686 bayside walk #b 92109,bayside walk 92109,100,str-03160l,4235580200,both
3964 delta street st 92113,3964 delta st 92113,100,str-05259l,5513021800,both
1805 columbia st #301 92101,1805 columbia st 92101,100,str-04887l,5332410500,both
1805 columbia st #301 92101,1805 columbia st 92101,100,str-04931l,5332410500,both
1805 columbia st #301 92101,1805 columbia st 92101,100,str-04896l,5332410500,both
1805 columbia st #301 92101,1805 columbia st 92101,100,str-04883l,5332410500,both
4993 4993 lantana dr 92105,4993 lantana dr 92105,100,str-03607l,4760721700,both
4988 lantana dr 92105,4988 lantana dr 92105,100,str-01849l,4760810900,both
3777 texas st 92104,3777 texas st 92104,100,str-01399l,4530520400,both
3683 ocean front walk 92109,3683 ocean front walk 92109,100,str-02315l,4235950304,both
3683 ocean front walk 92109,3683 ocean front walk 92109,100,str-02313l,4235950304,both
3683 ocean front walk 92109,3683 ocean front walk 92109,100,str-02310l,4235950304,both
3683 ocean front walk 92109,3683 ocean front walk 92109,100,str-02309l,4235950304,both
350 prospect st #1 92037,350 prospect st #01 92037,98,str-01178l,3504002701,both
350 prospect st #1 92037,350 prospect st #01 92037,98,str-01039l,3504002701,both
2662 bayside walk 92109,bayside walk 92109,100,str-03160l,4235580200,both
3826 beyer blvd 92173,3826 beyer blvd 92173,100,str-02628l,6380412400,both
827 redondo court #1/2 san diego 92109,/2 redondo ct 1 92109,92,str-01147l,4235850500,both
827 redondo court #1/2 san diego 92109,/2 redondo ct 1 92109,92,str-02899l,4235850500,both
827 redondo court #1/2 san diego 92109,/2 redondo ct 1 92109,92,str-01135l,4235850500,both
3696 bayside walk #a 92109,bayside walk 92109,100,str-03160l,4235580200,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03897l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03456l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03461l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-05643l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-05561l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03453l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03444l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03467l,4245512300,both
3763 ingraham st #301 92109,3763 ingraham st 92109,100,str-03449l,4245512300,both
515 17th st 92101,515 17th st 92101,100,str-02399l,5351901300,both
5054 cape may av 92107,5085 cape may ave 92107,93,str-02071l,4481013700,both
5054 cape may av 92107,5085 cape may ave 92107,93,str-02073l,4481013700,both
7454 eads av 92037,7452 eads ave 92037,92,str-04368l,3506021500,both
7454 eads av 92037,7452 eads ave 92037,92,str-03798l,3506021500,both
4767 ocean blvd #412 92109,4667 ocean blvd #412 92109,96,str-00799l,4155811353,both
4767 ocean blvd #412 92109,4667 ocean blvd #412 92109,96,str-03233l,4155811353,both
4767 ocean blvd #412 92109,4667 ocean blvd #412 92109,96,str-00421l,4155811353,both
