licenses,parsed_address,similarity score,permit,apn,many_to_many
1525 02nd av #307 92101,1525 2nd ave 92101,85,str-04908l,5333740400,both
2606 root st 92123,2606 root st 92123,100,str-01488l,4285320600,both
837 island court #1 92109,839 island court 92109,91,str-06634l,4236752500,both
837 island court #1 92109,839 island court 92109,91,str-01460l,4236752500,both
4136 falcon st 92103,4136 falcon st 92103,100,str-05984l,4444240700,both
812 w brookes av 92103,125 w brookes ave 92103,93,str-06417l,4523930200,both
3565 strandway 92109,3553 strandway 92109,95,str-05067l,4236110800,both
4869 cape may av 92107,4869 cape may ave 92107,98,str-00605l,4483112400,both
819 nantasket court 92109,819 nantasket court 92109,100,str-03187l,4236120401,both
819 nantasket court 92109,819 nantasket court 92109,100,str-00350l,4236120401,both
7465 draper av 92037,7456 draper ave 92037,93,str-00631l,3506011601,both
7465 draper av 92037,7456 draper ave 92037,93,str-00374l,3506011601,both
2695 mission blvd 92109,2695 mission blvd 92109,100,str-02678l,4237470800,both
2915 e juniper st 92104,3215 juniper st 92104,91,str-00509l,5391230200,both
714 isthmus court 92109,814 isthmus court 92109,96,str-01220l,4236712001,both
2131 union st 92101,2316 union st 92101,95,str-07637l,5330650900,both
2131 union st 92101,2316 union st 92101,95,str-07481l,5330650900,both
1024 f st 92101,1024 f st 92101,100,str-02843l,5343351300,both
3853 narragansett av 92107,3853 narragansett ave 92107,98,str-01079l,4493103100,both
3343 bayside walk #a 92109,bayside walk 92109,100,str-03160l,4235580200,both
3314 mission blvd #8 92109,3314 mission blvd 92109,100,str-04409l,4236440700,both
3314 mission blvd #8 92109,3314 mission blvd 92109,100,str-04479l,4236440700,both
3314 mission blvd #8 92109,3314 mission blvd 92109,100,str-04463l,4236440700,both
3314 mission blvd #8 92109,3314 mission blvd 92109,100,str-04251l,4236440700,both
3314 mission blvd #8 92109,3314 mission blvd 92109,100,str-04434l,4236440700,both
725 jamaica court 92109,725 jamaica court 92109,100,str-00984l,4236620401,both
725 jamaica court 92109,725 jamaica court 92109,100,str-03104l,4236620401,both
721 york court #2 92109,721 york court 92109,100,str-03313l,4233153000,both
721 york court #2 92109,721 york court 92109,100,str-03326l,4233153000,both
721 york court #2 92109,721 york court 92109,100,str-03328l,4233153000,both
1440 n hotel cr #125 92108,1440 n hotel cir 92108,90,str-03047l,4373601100,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-05896l,4461810800,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-05195l,4461810800,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-02334l,4461810800,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-07163l,4461810800,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-07164l,4461810800,both
4333 illinois st #506 92104,4333 illinois st 92104,100,str-05909l,4461810800,both
1785 knoxville st 92110,1785 knoxville st 92110,100,str-05541l,4307720100,both
3590 curlew st 92103,3590 curlew st 92103,100,str-05553l,4523970400,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-00638l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-03201l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02846l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-01640l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-01400l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02736l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-03352l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02737l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-01207l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02742l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02973l,4234100614,both
3888 riviera dr #302 92109,3888 riviera dr #302 92109,100,str-02157l,4234100614,both
919 braemar ln 92109,919 braemar ln 92109,100,str-04764l,4233301100,both
409 bonair st #1 92037,409 bonair st 92037,100,str-02269l,3513910200,both
409 bonair st #1 92037,409 bonair st 92037,100,str-02619l,3513910200,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312601,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312606,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312602,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312601,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312606,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312602,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312601,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312606,both
5628 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312602,both
925 s coast blvd 92037,925 s coast blvd 92037,100,str-01086l,3500220500,both
925 s coast blvd 92037,925 s coast blvd 92037,100,str-01089l,3500220500,both
718 isthmus court 92109,718 isthmus court 92109,100,str-02430l,4236622000,both
718 isthmus court 92109,718 isthmus court 92109,100,str-02429l,4236622000,both
2344 wilbur av 92109,2344 wilbur ave 92109,98,str-04032l,4171312700,both
1641 crespo dr 92037,1641 crespo dr 92037,100,str-00975l,3505411000,both
4837 mansfield st 92116,4837 mansfield st 92116,100,str-03459l,4402320900,both
717 whiting court 92109,whiting court 92109,100,str-00726l,4235514800,both
717 whiting court 92109,whiting court 92109,100,str-07016l,4235514800,both
844 island court 92109,844 island court 92109,100,str-02889l,4236722602,both
844 island court 92109,844 island court 92109,100,str-02905l,4236722602,both
830 ormond court #4 92109,834 ormond court 92109,91,str-00467l,4236021600,both
5770 madra av 92120,5770 madra ave 92120,97,str-03303l,4631010400,both
711 tangiers court 92109,716 tangiers court 92109,96,str-04192l,4235710800,both
3579 strandway ##a 92109,3579 strand way #b 92109,93,str-05105l,4236080302,both
3579 strandway ##a 92109,3579 strand way #b 92109,93,str-04874l,4236080302,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-00779l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-01704l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-01765l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-04173l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-03479l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-03551l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-07473l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-01988l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-05167l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-04107l,3012300849,both
2080 carmel valley rd 92014,2080 carmel valley rd 92014,100,str-06970l,3012300849,both
2178 newton av 92113,2176 newton ave 92113,93,str-05569l,5385501200,both
817 deal court 92109,817 deal court 92109,100,str-03349l,4237160500,both
3652 jewell st 92109,3652 jewell st 92109,100,str-02495l,4234830500,both
4334 avalon dr 92103,4334 avalon dr 92103,100,str-03096l,4440330100,both
714 devon court 92109,714 devon court 92109,100,str-02758l,4236941400,both
731 dover court 92109,731 dover court 92109,100,str-00275l,4236940502,both
1319 w lewis st san diego 92103,1319 w lewis st 92103,100,str-05325l,4436820200,both
825 santa barbara pl 92109,825 santa barbara pl 92109,100,str-01243l,4236572401,both
5680 dolphin place 92037,5680 dolphin pl 92037,93,str-03159l,3574210300,both
718 jersey court 92109,718 jersey court 92109,100,str-01680l,4236431201,both
718 jersey court 92109,718 jersey court 92109,100,str-01679l,4236431201,both
2824 dale st 92104,2824 dale st 92104,100,str-01110l,4536332200,both
4539 34th st 92116,4539 n 34th st 92116,100,str-04785l,4470101000,both
4547 lisann st 92117,4547 lisann st 92117,100,str-00186l,3595901700,both
363 nautilus st 92037,363 nautilus st 92037,100,str-03814l,3513500101,both
363 nautilus st 92037,363 nautilus st 92037,100,str-03843l,3513500101,both
363 nautilus st 92037,363 nautilus st 92037,100,str-03457l,3513500101,both
363 nautilus st 92037,363 nautilus st 92037,100,str-07851l,3513500101,both
6713 vista del mar av #b 92037,6713 vista del mar ave #b 92037,98,str-00564l,3513833102,both
6713 vista del mar av #b 92037,6713 vista del mar ave #b 92037,98,str-00232l,3513833102,both
1260 pearl st 92037,1230 pearl st 92037,95,str-00628l,3506311000,both
4163 hilldale rd 92116,4161 hilldale rd 92116,95,str-04044l,4402121500,both
4776 35th st 92116,4776 35th st 92116,100,str-02930l,4403922600,both
4776 35th st 92116,4776 35th st 92116,100,str-02928l,4403922600,both
4860 rolando court #77 92115,4860 rolando court 92115,100,str-05938l,4673703209,both
4860 rolando court #77 92115,4860 rolando court 92115,100,str-06094l,4673703209,both
4860 rolando court #77 92115,4860 rolando court 92115,100,str-00237l,4673703209,both
728 redondo court 92109,728 redondo court 92109,100,str-04503l,4235810800,both
1027 21st st 92102,1027 21st st 92102,100,str-02961l,5342660400,both
1027 21st st 92102,1027 21st st 92102,100,str-03490l,5342660400,both
1431 university av #206 92103,1431 e university ave 92103,88,str-04851l,4521910300,both
2626 national av 92113,2626 national ave 92113,98,str-05627l,5386101500,both
806 san luis rey pl 92109,806 san luis rey pl 92109,100,str-01372l,4237461600,both
806 san luis rey pl 92109,806 san luis rey pl 92109,100,str-01543l,4237461600,both
725 chalcedony st #725.5 92109,934 chalcedony st 92109,90,str-05126l,4154721500,both
725 chalcedony st #725.5 92109,934 chalcedony st 92109,90,str-07895l,4154721500,both
725 chalcedony st #725.5 92109,934 chalcedony st 92109,90,str-07912l,4154721500,both
637 south crescent court 92103,637 s crescent court 92103,96,str-01454l,4512030200,both
4186 03 av 92103,4186 3rd ave 92103,88,str-01265l,4445111400,both
5074 kilkee st 92117,5074 kilkee st 92117,100,str-04717l,3553013300,both
3412 arthur av 92116,3412 arthur ave 92116,98,str-04066l,4391121300,both
316 rosemont street st 92037,339 rosemont st 92037,89,str-02910l,3514662902,both
316 rosemont street st 92037,339 rosemont st 92037,89,str-02431l,3514662902,both
708 venice court 92109,728 venice court 92109,95,str-04899l,4235551000,both
734 island 92109,734 island court 92109,100,str-01226l,4236631701,both
734 island 92109,734 island court 92109,100,str-05086l,4236631701,both
8135 dodie st 92114,8135 dodie st 92114,100,str-00866l,5773220500,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312601,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312606,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312602,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312601,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312606,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312602,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312601,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312606,both
7265 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312602,both
823 kennebeck court 92109,823 kennebeck court 92109,100,str-01738l,4236530702,both
823 kennebeck court 92109,823 kennebeck court 92109,100,str-04254l,4236530702,both
823 kennebeck court 92109,823 kennebeck court 92109,100,str-01343l,4236530702,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-00799l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03233l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-00421l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03311l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-00385l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-02576l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03089l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-02687l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03156l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-00263l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01652l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03553l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03926l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-02952l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-03517l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-06497l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01108l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-06626l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01525l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01391l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-04280l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-04213l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01165l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-04919l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01728l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-07336l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-01588l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-05674l,4155811321,both
4667 ocean blvd #208 92109,4667 ocean blvd #208 92109,100,str-04086l,4155811321,both
4584 georgia st #3 92116,4584 georgia st #03 92116,98,str-03805l,4451312703,both
4584 georgia st #3 92116,4584 georgia st #03 92116,98,str-03777l,4451312703,both
4584 georgia st #3 92116,4584 georgia st #03 92116,98,str-03810l,4451312703,both
723 san fernando pl 92109,743 san fernando pl 92109,96,str-02344l,4236920802,both
723 san fernando pl 92109,743 san fernando pl 92109,96,str-01387l,4236920802,both
712 zanzibar court 92109,752 zanzibar court 92109,96,str-04227l,4233111201,both
5506 sandburg av 92122,5506 sandburg ave 92122,98,str-05321l,6702620100,both
3815 henry st 92110,3815 henry st 92110,100,str-02978l,4517330100,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-00779l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-01704l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-01765l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-04173l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-03479l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-03551l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-07473l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-01988l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-05167l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-04107l,3012300977,both
13055 caminito del rocio 92014,13055 caminito del rocio 92014,100,str-06970l,3012300977,both
720 rockaway court 92109,720 rockaway court 92109,100,str-04490l,4235782700,both
720 rockaway court 92109,720 rockaway court 92109,100,str-04492l,4235782700,both
5316 calumet av 92037,5316 calumet ave 92037,98,str-02562l,4150310400,both
1713 diamond st 92109,1713 diamond st 92109,100,str-03077l,4165200300,both
445 westbourne st 92037,453 westbourne st 92037,96,str-03570l,3512704403,both
445 westbourne st 92037,453 westbourne st 92037,96,str-00316l,3512704403,both
445 westbourne st 92037,453 westbourne st 92037,96,str-02693l,3512704403,both
1024 pascoe st 92103,1024 pascoe st 92103,100,str-05577l,4445902100,both
825 ostend court 92109,832 ostend court 92109,95,str-03390l,4235962602,both
1905 mission cliff dr 92116,1905 mission cliff dr 92116,100,str-01062l,4381130500,both
2480 l st #1/2 92102,2480 l st 1/2 92102,100,str-05617l,5354612500,both
4254 pepper dr 92105,4134 pepper dr 92105,90,str-02793l,5400811400,both
821 niantic court 92109,821 niantic court 92109,100,str-06538l,4236060600,both
1738 beryl st 92109,1738 beryl st 92109,100,str-06546l,4162331400,both
3244 cabrillo mesa 92123,3242 cabrillo mesa dr 92123,90,str-06684l,4280910500,both
4915 muir av 92107,4915 muir ave 92107,97,str-00117l,4482121500,both
4819 kensington dr 92116,4817 kensington dr 92116,96,str-01179l,4405111000,both
4091 willamette av 92117,4091 willamette ave 92117,98,str-01382l,3604501100,both
4444 w point loma blvd #86 92107,4444 w point loma blvd 92107,100,str-04689l,4410903603,both
4444 w point loma blvd #86 92107,4444 w point loma blvd 92107,100,str-03876l,4410903603,both
2175 calle serena 92139,2175 calle serena 92139,100,str-00348l,5870920800,both
5117 brighton av 92107,5117 brighton ave 92107,98,str-04791l,4480232100,both
5117 brighton av 92107,5117 brighton ave 92107,98,str-05155l,4480232100,both
5117 brighton av 92107,5117 brighton ave 92107,98,str-05031l,4480232100,both
5117 brighton av 92107,5117 brighton ave 92107,98,str-04929l,4480232100,both
3715 oceanfront walk 92109,3715 ocean front walk 92109,79,str-03965l,4235940100,both
8022 jamacha rd 92114,8022 jamacha rd 92114,100,str-05953l,5773412100,both
7540 park ridge blvd 92120,7540 park ridge blvd 92120,100,str-05993l,4561704000,both
709 agate st #3 92109,709 agate st #03 92109,98,str-00487l,4151521503,both
709 agate st #3 92109,709 agate st #03 92109,98,str-01696l,4151521503,both
709 agate st #3 92109,709 agate st #03 92109,98,str-01419l,4151521503,both
2123 spray st #1/2 92107,2121 spray st 92107,86,str-01341l,4480330200,both
2123 spray st #1/2 92107,2121 spray st 92107,86,str-05340l,4480330200,both
2123 spray st #1/2 92107,2121 spray st 92107,86,str-07561l,4480330200,both
5048 brighton av 92107,5048 brighton ave 92107,98,str-00914l,4481142004,both
5048 brighton av 92107,5048 brighton ave 92107,98,str-02783l,4481142004,both
5048 brighton av 92107,5048 brighton ave 92107,98,str-02167l,4481142004,both
5048 brighton av 92107,5048 brighton ave 92107,98,str-00625l,4481142004,both
2931 ocean front walk #1 92109,2931 ocean front walk 92109,100,str-00840l,4236960400,both
1727 edgemont st 92102,1827 edgemont st 92102,95,str-02645l,5392421000,both
2060 balboa av #2 92109,2060 balboa ave 92109,93,str-05542l,4240520900,both
2060 balboa av #2 92109,2060 balboa ave 92109,93,str-05562l,4240520900,both
7929 roseland dr 92037,7929 roseland dr 92037,100,str-04486l,3464830200,both
4820 cape may av 92107,4820 cape may ave 92107,98,str-00047l,4483120900,both
3124 canon st 92106,3122 canon st 92106,95,str-02642l,5312601100,both
3124 canon st 92106,3122 canon st 92106,95,str-06151l,5312601100,both
3124 canon st 92106,3122 canon st 92106,95,str-02633l,5312601100,both
3497 copley av #b 92116,3497 copley ave 92116,93,str-00916l,4402323100,both
3497 copley av #b 92116,3497 copley ave 92116,93,str-00439l,4402323100,both
6653 aranda av 92037,6653 aranda ave 92037,98,str-00606l,3514230500,both
430 w kalmia st 92101,432 w kalmia st 92101,95,str-01067l,5330750600,both
430 w kalmia st 92101,432 w kalmia st 92101,95,str-01046l,5330750600,both
430 w kalmia st 92101,432 w kalmia st 92101,95,str-01045l,5330750600,both
2351 front st 92101,2351 front st 92101,100,str-02870l,5331811701,both
2351 front st 92101,2351 front st 92101,100,str-04399l,5331811701,both
2223 c st 92102,c st 92102,100,str-06649l,5395630100,both
817 ostend court 92109,817 ostend court 92109,100,str-03923l,4236020501,both
817 ostend court 92109,817 ostend court 92109,100,str-01463l,4236020501,both
3211 ocean front walk 92109,3211 ocean front walk 92109,100,str-05063l,4236642305,both
3211 ocean front walk 92109,3211 ocean front walk 92109,100,str-02385l,4236642305,both
3211 ocean front walk 92109,3211 ocean front walk 92109,100,str-01315l,4236642305,both
738 santa barbara pl 92109,738 santa barbara pl 92109,100,str-00985l,4236440900,both
3737 strandway #a 92109,3737 strand way 92109,93,str-02348l,4235831200,both
3737 strandway #a 92109,3737 strand way 92109,93,str-02182l,4235831200,both
3737 strandway #a 92109,3737 strand way 92109,93,str-02664l,4235831200,both
4115 03rd av #4115 92103,4186 3rd ave 92103,83,str-01265l,4445111400,both
813 san juan pl 92109,813 san juan pl 92109,100,str-04603l,4236070400,both
813 san juan pl 92109,813 san juan pl 92109,100,str-04344l,4236070400,both
813 san juan pl 92109,813 san juan pl 92109,100,str-04320l,4236070400,both
809 san juan pl 92109,809 san juan pl 92109,100,str-04831l,4236070300,both
809 san juan pl 92109,809 san juan pl 92109,100,str-02786l,4236070300,both
809 san juan pl 92109,809 san juan pl 92109,100,str-06826l,4236070300,both
4775 bermuda av 92107,4775 bermuda ave 92107,98,str-02018l,4483512400,both
2305 meade av #2305 92116,2305 meade ave 92116,97,str-05861l,4453410100,both
5433 adams av #b 92115,5433 adams ave 92115,93,str-01715l,4665500900,both
5433 adams av #b 92115,5433 adams ave 92115,93,str-03571l,4665500900,both
734 jamaica court 92109,734 jamaica court 92109,100,str-02361l,4236471000,both
734 jamaica court 92109,734 jamaica court 92109,100,str-05182l,4236471000,both
734 jamaica court 92109,734 jamaica court 92109,100,str-02357l,4236471000,both
3745 mission blvd #c 92109,3745 mission blvd 92109,100,str-00167l,4235862201,both
3745 mission blvd #c 92109,3745 mission blvd 92109,100,str-00337l,4235862201,both
3745 mission blvd #c 92109,3745 mission blvd 92109,100,str-00114l,4235862201,both
1230 pearl st 92037,1230 pearl st 92037,100,str-00628l,3506311000,both
826 jersey court 92109,826 jersey court 92109,100,str-02906l,4236540302,both
826 jersey court 92109,826 jersey court 92109,100,str-03753l,4236540302,both
826 jersey court 92109,826 jersey court 92109,100,str-04243l,4236540302,both
3227 ocean front walk 92109,3422 ocean front walk 92109,96,str-07251l,4236250100,both
804 tangiers court 92109,824 tangiers court 92109,96,str-00636l,4235721000,both
680 w beech st #2 92101,680 w beech st 92101,100,str-00928l,5333271700,both
680 w beech st #2 92101,680 w beech st 92101,100,str-02387l,5333271700,both
680 w beech st #2 92101,680 w beech st 92101,100,str-02389l,5333271700,both
680 w beech st #2 92101,680 w beech st 92101,100,str-02333l,5333271700,both
680 w beech st #2 92101,680 w beech st 92101,100,str-02391l,5333271700,both
2754 palomino cr 92037,2754 palomino cir 92037,98,str-03132l,3583411300,both
929 30th st 92102,j st 92102,89,str-07328l,5355101500,both
4723 greene st 92107,4733 greene st 92107,95,str-05023l,4484320800,both
4723 greene st 92107,4733 greene st 92107,95,str-04657l,4484320800,both
2101 abbott st #2107 92107,2101 abbott st 92107,100,str-03384l,4481142800,both
2101 abbott st #2107 92107,2101 abbott st 92107,100,str-03383l,4481142800,both
2101 abbott st #2107 92107,2101 abbott st 92107,100,str-03376l,4481142800,both
2101 abbott st #2107 92107,2101 abbott st 92107,100,str-07221l,4481142800,both
5496 5496 baja drive dr 92115,5496 baja dr 92115,100,str-04860l,4667810300,both
5205 la paz dr 92114,5205 la paz dr 92114,100,str-05951l,5484400700,both
5545 taft av 92037,5545 taft ave 92037,97,str-03873l,3575520400,both
734 santa rita pl 92109,734 santa rita pl 92109,100,str-03507l,4233304700,both
734 santa rita pl 92109,734 santa rita pl 92109,100,str-03505l,4233304700,both
2191 abbott st 92107,2115 abbott st 92107,95,str-01906l,4481142700,both
2143 cable st 92107,2154 cable st 92107,95,str-00297l,4482121300,both
2965 erie st 92117,2965 erie st 92117,100,str-02379l,4255410100,both
2014 beryl st 92109,2014 beryl st 92109,100,str-03997l,4162722500,both
5801 madra av 92120,5801 madra ave 92120,97,str-01289l,4630530500,both
4153 01 av 92103,4153 1st ave 92103,88,str-02003l,4445020800,both
7177 melotte st 92119,7177 melotte st 92119,100,str-03830l,3712320500,both
1329 w west muirlands dr 92037,1329 w muirlands dr 92037,100,str-02855l,3513420200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03884l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03849l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03889l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03853l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03428l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-03859l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-05531l,4245512200,both
3771 ingraham #403 92109,3771 ingraham st 92109,93,str-05565l,4245512200,both
807 capistrano pl 92109,807 capistrano pl 92109,100,str-04906l,4237340200,both
807 capistrano pl 92109,807 capistrano pl 92109,100,str-04898l,4237340200,both
1335 tourmaline st 92109,1335 tourmaline st 92109,100,str-01610l,4161200500,both
1542 monmouth dr 92109,1542 monmouth dr 92109,100,str-04085l,4162111900,both
5045 niagara av #3 92107,5045 niagara ave #03 92107,96,str-04137l,4480822003,both
5045 niagara av #3 92107,5045 niagara ave #03 92107,96,str-01168l,4480822003,both
2698 mission blvd 92109,2698 mission blvd 92109,100,str-01048l,4237440702,both
2698 mission blvd 92109,2698 mission blvd 92109,100,str-03224l,4237440702,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-03366l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-01940l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-00716l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-05965l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-04632l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-01723l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-00719l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-02464l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-03365l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-03963l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-02434l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-04913l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-02943l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-07037l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-07038l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-07039l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-03298l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-04475l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-02657l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-01683l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-00943l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-05186l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-01332l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-02957l,4230210831,both
4465 ocean blvd #31 92109,4465 ocean blvd #31 92109,100,str-00603l,4230210831,both
